"crabID","date","startLoc","status","event","molt","endLoc","exp","chamber","crabStartDate","day","stage","lastObsDate","crabEndDate","allTreatments","treatment","temperatue","CO2","lights"
"CH07_W_17_2021_06_17",2021-06-24,"CH07_W6_92_6","transfered",NA,FALSE,"CH07_W6_92_6","W","CH07",2021-06-17,7,1,2021-06-30,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_17_2021_06_17",2021-06-25,"CH07_W6_92_6","transfered",NA,FALSE,"CH07_W6_92_6","W","CH07",2021-06-17,8,1,2021-06-30,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_17_2021_06_17",2021-06-28,"CH07_W6_92_6","transfered",NA,FALSE,"CH07_W6_92_6","W","CH07",2021-06-17,11,1,2021-06-30,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_17_2021_06_17",2021-06-30,"CH07_W6_92_6","dead",1,FALSE,"CH07_W6_92_6","W","CH07",2021-06-17,13,1,2021-06-30,2021-06-30,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_18_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_109_5","W","CH07",2021-06-17,0,1,2021-06-30,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_18_2021_06_17",2021-06-18,"CH07_W6_109_5","transfered",NA,FALSE,"CH07_W6_109_5","W","CH07",2021-06-17,1,1,2021-06-30,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_18_2021_06_17",2021-06-21,"CH07_W6_109_5","transfered",NA,FALSE,"CH07_W6_109_5","W","CH07",2021-06-17,4,1,2021-06-30,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_18_2021_06_17",2021-06-22,"CH07_W6_109_5","transfered",NA,FALSE,"CH07_W6_109_5","W","CH07",2021-06-17,5,1,2021-06-30,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_18_2021_06_17",2021-06-23,"CH07_W6_109_5","transfered",NA,FALSE,"CH07_W6_109_5","W","CH07",2021-06-17,6,1,2021-06-30,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_18_2021_06_17",2021-06-24,"CH07_W6_109_5","transfered",NA,FALSE,"CH07_W6_109_5","W","CH07",2021-06-17,7,1,2021-06-30,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_18_2021_06_17",2021-06-25,"CH07_W6_109_5","transfered",NA,FALSE,"CH07_W6_109_5","W","CH07",2021-06-17,8,1,2021-06-30,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_18_2021_06_17",2021-06-28,"CH07_W6_109_5","transfered",NA,FALSE,"CH07_W6_109_5","W","CH07",2021-06-17,11,1,2021-06-30,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_18_2021_06_17",2021-06-30,"CH07_W6_109_5","molted",0,TRUE,"CH07_W6_109_5","W","CH07",2021-06-17,13,2,2021-06-30,2021-06-30,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,0,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-06-18,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,1,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-06-21,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,4,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-06-22,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,5,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-06-23,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,6,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-06-24,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,7,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-06-25,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,8,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-06-28,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,11,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-06-30,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,13,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-07-01,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,14,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-07-06,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,19,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-07-07,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,20,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-07-08,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,21,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-07-12,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,25,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-07-13,"CH07_W6_93_4","transfered",NA,FALSE,"CH07_W6_93_4","W","CH07",2021-06-17,26,1,2021-07-14,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_19_2021_06_17",2021-07-14,"CH07_W6_93_4","removed",0,FALSE,"CH07_W6__4","W","CH07",2021-06-17,27,1,2021-07-14,2021-07-14,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_2_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_92_3","W","CH07",2021-06-17,0,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_2_2021_06_17",2021-06-18,"CH07_W6_92_3","transfered",NA,FALSE,"CH07_W6_92_3","W","CH07",2021-06-17,1,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_2_2021_06_17",2021-06-21,"CH07_W6_92_3","transfered",NA,FALSE,"CH07_W6_92_3","W","CH07",2021-06-17,4,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_2_2021_06_17",2021-06-22,"CH07_W6_92_3","transfered",NA,FALSE,"CH07_W6_92_3","W","CH07",2021-06-17,5,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_2_2021_06_17",2021-06-23,"CH07_W6_92_3","transfered",NA,FALSE,"CH07_W6_92_3","W","CH07",2021-06-17,6,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_2_2021_06_17",2021-06-24,"CH07_W6_92_3","transfered",NA,FALSE,"CH07_W6_92_3","W","CH07",2021-06-17,7,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_2_2021_06_17",2021-06-25,"CH07_W6_92_3","transfered",NA,FALSE,"CH07_W6_92_3","W","CH07",2021-06-17,8,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_2_2021_06_17",2021-06-28,"CH07_W6_92_3","molted",0,TRUE,"CH07_W6_92_3","W","CH07",2021-06-17,11,2,2021-06-28,2021-06-28,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_20_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_109_3","W","CH07",2021-06-17,0,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_20_2021_06_17",2021-06-18,"CH07_W6_109_3","transfered",NA,FALSE,"CH07_W6_109_3","W","CH07",2021-06-17,1,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_20_2021_06_17",2021-06-21,"CH07_W6_109_3","transfered",NA,FALSE,"CH07_W6_109_3","W","CH07",2021-06-17,4,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_20_2021_06_17",2021-06-22,"CH07_W6_109_3","transfered",NA,FALSE,"CH07_W6_109_3","W","CH07",2021-06-17,5,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_20_2021_06_17",2021-06-23,"CH07_W6_109_3","transfered",NA,FALSE,"CH07_W6_109_3","W","CH07",2021-06-17,6,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_20_2021_06_17",2021-06-24,"CH07_W6_109_3","transfered",NA,FALSE,"CH07_W6_109_3","W","CH07",2021-06-17,7,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_20_2021_06_17",2021-06-25,"CH07_W6_109_3","transfered",NA,FALSE,"CH07_W6_109_3","W","CH07",2021-06-17,8,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_20_2021_06_17",2021-06-28,"CH07_W6_109_3","transfered",NA,FALSE,"CH07_W6_109_3","W","CH07",2021-06-17,11,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_20_2021_06_17",2021-06-30,"CH07_W6_109_3","transfered",NA,FALSE,"CH07_W6_109_3","W","CH07",2021-06-17,13,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_20_2021_06_17",2021-07-01,"CH07_W6_109_3","transfered",NA,FALSE,"CH07_W6_109_3","W","CH07",2021-06-17,14,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_20_2021_06_17",2021-07-06,"CH07_W6_109_3","removed",0,TRUE,"CH07_W6_109_3","W","CH07",2021-06-17,19,1,2021-07-06,2021-07-06,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_21_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_121_4","W","CH07",2021-06-17,0,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_21_2021_06_17",2021-06-18,"CH07_W6_121_4","transfered",NA,FALSE,"CH07_W6_121_4","W","CH07",2021-06-17,1,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_21_2021_06_17",2021-06-21,"CH07_W6_121_4","transfered",NA,FALSE,"CH07_W6_121_4","W","CH07",2021-06-17,4,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_21_2021_06_17",2021-06-22,"CH07_W6_121_4","transfered",NA,FALSE,"CH07_W6_121_4","W","CH07",2021-06-17,5,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_21_2021_06_17",2021-06-23,"CH07_W6_121_4","transfered",NA,FALSE,"CH07_W6_121_4","W","CH07",2021-06-17,6,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_21_2021_06_17",2021-06-24,"CH07_W6_121_4","transfered",NA,FALSE,"CH07_W6_121_4","W","CH07",2021-06-17,7,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_21_2021_06_17",2021-06-25,"CH07_W6_121_4","transfered",NA,FALSE,"CH07_W6_121_4","W","CH07",2021-06-17,8,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_21_2021_06_17",2021-06-28,"CH07_W6_121_4","removed",0,TRUE,"CH07_W6_121_4","W","CH07",2021-06-17,11,1,2021-06-28,2021-06-28,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_22_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_93_5","W","CH07",2021-06-17,0,1,2021-06-23,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_22_2021_06_17",2021-06-18,"CH07_W6_93_5","transfered",NA,FALSE,"CH07_W6_93_5","W","CH07",2021-06-17,1,1,2021-06-23,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_22_2021_06_17",2021-06-21,"CH07_W6_93_5","transfered",NA,FALSE,"CH07_W6_93_5","W","CH07",2021-06-17,4,1,2021-06-23,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_22_2021_06_17",2021-06-22,"CH07_W6_93_5","transfered",NA,FALSE,"CH07_W6_93_5","W","CH07",2021-06-17,5,1,2021-06-23,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_22_2021_06_17",2021-06-23,"CH07_W6_93_5","removed",0,TRUE,"CH07_W6_93_5","W","CH07",2021-06-17,6,1,2021-06-23,2021-06-23,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_23_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_121_1","W","CH07",2021-06-17,0,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_23_2021_06_17",2021-06-18,"CH07_W6_121_1","transfered",NA,FALSE,"CH07_W6_121_1","W","CH07",2021-06-17,1,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_23_2021_06_17",2021-06-21,"CH07_W6_121_1","transfered",NA,FALSE,"CH07_W6_121_1","W","CH07",2021-06-17,4,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_23_2021_06_17",2021-06-22,"CH07_W6_121_1","transfered",NA,FALSE,"CH07_W6_121_1","W","CH07",2021-06-17,5,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_23_2021_06_17",2021-06-23,"CH07_W6_121_1","transfered",NA,FALSE,"CH07_W6_121_1","W","CH07",2021-06-17,6,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_23_2021_06_17",2021-06-24,"CH07_W6_121_1","transfered",NA,FALSE,"CH07_W6_121_1","W","CH07",2021-06-17,7,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_23_2021_06_17",2021-06-25,"CH07_W6_121_1","transfered",NA,FALSE,"CH07_W6_121_1","W","CH07",2021-06-17,8,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_23_2021_06_17",2021-06-28,"CH07_W6_121_1","removed",0,TRUE,"CH07_W6_121_1","W","CH07",2021-06-17,11,1,2021-06-28,2021-06-28,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_3_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_121_5","W","CH07",2021-06-17,0,1,2021-06-21,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_3_2021_06_17",2021-06-18,"CH07_W6_121_5","transfered",NA,FALSE,"CH07_W6_121_5","W","CH07",2021-06-17,1,1,2021-06-21,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_3_2021_06_17",2021-06-21,"CH07_W6_121_5","removed",0,TRUE,"CH07_W6_121_5","W","CH07",2021-06-17,4,1,2021-06-21,2021-06-21,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_4_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_109_2","W","CH07",2021-06-17,0,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_4_2021_06_17",2021-06-18,"CH07_W6_109_2","transfered",NA,FALSE,"CH07_W6_109_2","W","CH07",2021-06-17,1,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_4_2021_06_17",2021-06-21,"CH07_W6_109_2","transfered",NA,FALSE,"CH07_W6_109_2","W","CH07",2021-06-17,4,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_4_2021_06_17",2021-06-22,"CH07_W6_109_2","transfered",NA,FALSE,"CH07_W6_109_2","W","CH07",2021-06-17,5,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_4_2021_06_17",2021-06-23,"CH07_W6_109_2","transfered",NA,FALSE,"CH07_W6_109_2","W","CH07",2021-06-17,6,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_4_2021_06_17",2021-06-24,"CH07_W6_109_2","transfered",NA,FALSE,"CH07_W6_109_2","W","CH07",2021-06-17,7,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_4_2021_06_17",2021-06-25,"CH07_W6_109_2","transfered",NA,FALSE,"CH07_W6_109_2","W","CH07",2021-06-17,8,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_4_2021_06_17",2021-06-28,"CH07_W6_109_2","transfered",NA,FALSE,"CH07_W6_109_2","W","CH07",2021-06-17,11,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_4_2021_06_17",2021-06-30,"CH07_W6_109_2","transfered",NA,FALSE,"CH07_W6_109_2","W","CH07",2021-06-17,13,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_4_2021_06_17",2021-07-01,"CH07_W6_109_2","transfered",NA,FALSE,"CH07_W6_109_2","W","CH07",2021-06-17,14,1,2021-07-06,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_4_2021_06_17",2021-07-06,"CH07_W6_109_2","removed",0,TRUE,"CH07_W6_109_2","W","CH07",2021-06-17,19,1,2021-07-06,2021-07-06,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_5_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_109_4","W","CH07",2021-06-17,0,1,2021-06-24,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_5_2021_06_17",2021-06-18,"CH07_W6_109_4","transfered",NA,FALSE,"CH07_W6_109_4","W","CH07",2021-06-17,1,1,2021-06-24,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_5_2021_06_17",2021-06-21,"CH07_W6_109_4","transfered",NA,FALSE,"CH07_W6_109_4","W","CH07",2021-06-17,4,1,2021-06-24,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_5_2021_06_17",2021-06-22,"CH07_W6_109_4","transfered",NA,FALSE,"CH07_W6_109_4","W","CH07",2021-06-17,5,1,2021-06-24,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_5_2021_06_17",2021-06-23,"CH07_W6_109_4","transfered",NA,FALSE,"CH07_W6_109_4","W","CH07",2021-06-17,6,1,2021-06-24,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_5_2021_06_17",2021-06-24,"CH07_W6_109_4","removed",0,TRUE,"CH07_W6_109_4","W","CH07",2021-06-17,7,1,2021-06-24,2021-06-24,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_6_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_121_3","W","CH07",2021-06-17,0,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_6_2021_06_17",2021-06-18,"CH07_W6_121_3","transfered",NA,FALSE,"CH07_W6_121_3","W","CH07",2021-06-17,1,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_6_2021_06_17",2021-06-21,"CH07_W6_121_3","transfered",NA,FALSE,"CH07_W6_121_3","W","CH07",2021-06-17,4,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_6_2021_06_17",2021-06-22,"CH07_W6_121_3","transfered",NA,FALSE,"CH07_W6_121_3","W","CH07",2021-06-17,5,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_6_2021_06_17",2021-06-23,"CH07_W6_121_3","transfered",NA,FALSE,"CH07_W6_121_3","W","CH07",2021-06-17,6,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_6_2021_06_17",2021-06-24,"CH07_W6_121_3","transfered",NA,FALSE,"CH07_W6_121_3","W","CH07",2021-06-17,7,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_6_2021_06_17",2021-06-25,"CH07_W6_121_3","transfered",NA,FALSE,"CH07_W6_121_3","W","CH07",2021-06-17,8,1,2021-06-28,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_6_2021_06_17",2021-06-28,"CH07_W6_121_3","removed",0,TRUE,"CH07_W6_121_3","W","CH07",2021-06-17,11,1,2021-06-28,2021-06-28,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_7_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_121_2","W","CH07",2021-06-17,0,1,2021-07-01,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_7_2021_06_17",2021-06-18,"CH07_W6_121_2","transfered",NA,FALSE,"CH07_W6_121_2","W","CH07",2021-06-17,1,1,2021-07-01,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_7_2021_06_17",2021-06-21,"CH07_W6_121_2","transfered",NA,FALSE,"CH07_W6_121_2","W","CH07",2021-06-17,4,1,2021-07-01,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_7_2021_06_17",2021-06-22,"CH07_W6_121_2","transfered",NA,FALSE,"CH07_W6_121_2","W","CH07",2021-06-17,5,1,2021-07-01,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_7_2021_06_17",2021-06-23,"CH07_W6_121_2","transfered",NA,FALSE,"CH07_W6_121_2","W","CH07",2021-06-17,6,1,2021-07-01,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_7_2021_06_17",2021-06-24,"CH07_W6_121_2","transfered",NA,FALSE,"CH07_W6_121_2","W","CH07",2021-06-17,7,1,2021-07-01,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_7_2021_06_17",2021-06-25,"CH07_W6_121_2","transfered",NA,FALSE,"CH07_W6_121_2","W","CH07",2021-06-17,8,1,2021-07-01,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_7_2021_06_17",2021-06-28,"CH07_W6_121_2","transfered",NA,FALSE,"CH07_W6_121_2","W","CH07",2021-06-17,11,1,2021-07-01,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_7_2021_06_17",2021-06-30,"CH07_W6_121_2","transfered",NA,FALSE,"CH07_W6_121_2","W","CH07",2021-06-17,13,1,2021-07-01,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_7_2021_06_17",2021-07-01,"CH07_W6_121_2","removed",0,TRUE,"CH07_W6_121_2","W","CH07",2021-06-17,14,1,2021-07-01,2021-07-01,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_8_2021_06_17",2021-06-17,NA,"new",NA,FALSE,"CH07_W6_93_1","W","CH07",2021-06-17,0,1,2021-06-22,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_8_2021_06_17",2021-06-18,"CH07_W6_93_1","transfered",NA,FALSE,"CH07_W6_93_1","W","CH07",2021-06-17,1,1,2021-06-22,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
"CH07_W_8_2021_06_17",2021-06-21,"CH07_W6_93_1","transfered",NA,FALSE,"CH07_W6_93_1","W","CH07",2021-06-17,4,1,2021-06-22,NA,"HighCO2_LowTemp","HighCO2_LowTemp","10","400","Sunrise_Sunset"
